c2,s,BandGap1,BandGap2,BandGap3,BandGap4,BandGap5,BandGap6,BandGap7
2.7,0.35,1.3135,0.33518,1.2261,0.65916,1.0452,0.93499,0.79421
2.85,0.35,1.4073,0.30491,1.3404,0.60914,1.1948,0.87622,0.9941
3,0.35,1.4981,0.2697,1.4498,0.54759,1.3371,0.79521,1.1864
3.15,0.35,1.5858,0.2302,1.554,0.47602,1.4708,0.69483,1.3675
3.3,0.35,1.6707,0.18697,1.653,0.3958,1.5947,0.57783,1.5346
3.45,0.35,1.7528,0.14049,1.7465,0.30819,1.708,0.44687,1.6854
3.6,0.35,1.8323,0.091215,1.8345,0.21429,1.8102,0.30438,1.8183
3.75,0.35,1.9092,0.039507,1.917,0.11512,1.901,0.15255,1.9323
3.9,0.35,1.9838,0.014298,1.994,0.011564,1.9802,0.0066278,2.0265
4.05,0.35,2.056,0.069907,2.0657,0.095591,2.0479,0.1714,2.1009
4.2,0.35,2.126,0.12706,2.132,0.20564,2.1041,0.3402,2.1554
4.35,0.35,2.1939,0.18554,2.1932,0.31797,2.1492,0.51168,2.1904
4.5,0.35,2.2598,0.24514,2.2493,0.43203,2.1835,0.68462,2.2066
4.65,0.35,2.3237,0.30568,2.3006,0.54734,2.2073,0.85797,2.2047
4.8,0.35,2.3858,0.367,2.3471,0.66346,2.2211,1.0308,2.1857
4.95,0.35,2.446,0.42898,2.3891,0.78001,2.2255,1.2023,2.1506
5.1,0.35,2.5045,0.49148,2.4267,0.89666,2.2208,1.3717,2.1006
5.25,0.35,2.5613,0.5544,2.4601,1.0131,2.2077,1.5384,2.0369
5.4,0.35,2.6166,0.61764,2.4895,1.1291,2.1867,1.7019,1.9606
5.55,0.35,2.6703,0.68111,2.5149,1.2443,2.1582,1.8616,1.8728
5.7,0.35,2.7225,0.74473,2.5367,1.3587,2.1229,2.0171,1.7747
5.85,0.35,2.7733,0.80845,2.555,1.4719,2.0811,2.1679,1.6674
6,0.35,2.8228,0.87219,2.5699,1.5839,2.0334,2.3139,1.5517
6.15,0.35,2.8709,0.9359,2.5816,1.6944,1.9802,2.4545,1.4288
6.3,0.35,2.9178,0.99954,2.5902,1.8034,1.922,2.5896,1.2994
6.45,0.35,2.9634,1.0631,2.596,1.9107,1.8591,2.719,1.1644
6.6,0.35,3.0078,1.1264,2.5989,2.0162,1.792,2.8424,1.0247
6.75,0.35,3.0511,1.1896,2.5993,2.1199,1.7209,2.9597,0.88089
6.9,0.35,3.0933,1.2525,2.5972,2.2216,1.6463,3.0707,0.73377
7.05,0.35,3.1345,1.3152,2.5927,2.3213,1.5685,3.1753,0.58412
7.2,0.35,3.1746,1.3776,2.586,2.4189,1.4877,3.2734,0.43293
7.35,0.35,3.2138,1.4397,2.5772,2.5144,1.4042,3.3651,0.28217
7.5,0.35,3.2519,1.5014,2.5663,2.6077,1.3183,3.4502,0.1402
7.65,0.35,3.2892,1.5629,2.5536,2.6988,1.2302,3.5288,0.094118
7.8,0.35,3.3256,1.6239,2.5391,2.7877,1.1402,3.6008,0.21921
7.95,0.35,3.3611,1.6846,2.5228,2.8743,1.0484,3.6664,0.37094
8.1,0.35,3.3958,1.7449,2.505,2.9586,0.95506,3.7255,0.52671
8.25,0.35,3.4297,1.8049,2.4856,3.0406,0.86039,3.7783,0.68344
8.4,0.35,3.4628,1.8644,2.4648,3.1203,0.76455,3.8249,0.84012
8.55,0.35,3.4951,1.9235,2.4426,3.1977,0.66774,3.8654,0.99623
8.7,0.35,3.5267,1.9821,2.4191,3.2729,0.57016,3.8999,1.1514
8.85,0.35,3.5576,2.0404,2.3944,3.3457,0.47207,3.9286,1.3054
9,0.35,3.5879,2.0982,2.3686,3.4162,0.37384,3.9516,1.4579
9.15,0.35,3.6174,2.1555,2.3416,3.4845,0.27619,3.9691,1.6087
9.3,0.35,3.6464,2.2125,2.3136,3.5506,0.18114,3.9812,1.7578
9.45,0.35,3.6747,2.2689,2.2847,3.6144,0.098275,3.9882,1.9048
9.6,0.35,3.7024,2.3249,2.2548,3.676,0.083907,3.9901,2.0496
9.75,0.35,3.7295,2.3805,2.224,3.7355,0.15847,3.9873,2.1921
9.9,0.35,3.7561,2.4356,2.1924,3.7928,0.25289,3.9799,2.3323
10.05,0.35,3.7821,2.4902,2.1601,3.848,0.35156,3.968,2.4699
10.2,0.35,3.8076,2.5443,2.127,3.9011,0.45165,3.9518,2.6048
10.35,0.35,3.8326,2.598,2.0932,3.9522,0.55231,3.9316,2.7371
10.5,0.35,3.857,2.6512,2.0587,4.0013,0.65317,3.9075,2.8665
10.65,0.35,3.881,2.704,2.0236,4.0484,0.75403,3.8796,2.993
10.8,0.35,3.9045,2.7563,1.988,4.0935,0.85476,3.8483,3.1167
10.95,0.35,3.9276,2.8081,1.9518,4.1368,0.95525,3.8135,3.2373
11.1,0.35,3.9502,2.8594,1.915,4.1783,1.0554,3.7755,3.3549
11.25,0.35,3.9724,2.9103,1.8778,4.2179,1.1552,3.7344,3.4695
11.4,0.35,3.9941,2.9607,1.8401,4.2558,1.2546,3.6904,3.581
11.55,0.35,4.0155,3.0106,1.802,4.292,1.3535,3.6437,3.6893
11.7,0.35,4.0364,3.0601,1.7635,4.3264,1.4519,3.5943,3.7945
11.85,0.35,4.057,3.1091,1.7246,4.3592,1.5497,3.5425,3.8966
12,0.35,4.0772,3.1576,1.6853,4.3905,1.6469,3.4882,3.9956
12.15,0.35,4.097,3.2057,1.6457,4.4201,1.7435,3.4318,4.0914
12.3,0.35,4.1165,3.2533,1.6057,4.4482,1.8393,3.3733,4.1841
12.45,0.35,4.1356,3.3004,1.5655,4.4749,1.9345,3.3127,4.2737
12.6,0.35,4.1544,3.3471,1.525,4.5001,2.0289,3.2503,4.3603
12.75,0.35,4.1729,3.3934,1.4842,4.5239,2.1225,3.1861,4.4438
12.9,0.35,4.191,3.4391,1.4432,4.5463,2.2154,3.1202,4.5243
13.05,0.35,4.2089,3.4845,1.402,4.5674,2.3074,3.0528,4.6017
13.2,0.35,4.2264,3.5293,1.3605,4.5872,2.3985,2.9839,4.6763
13.35,0.35,4.2436,3.5737,1.3189,4.6058,2.4888,2.9135,4.7479
13.5,0.35,4.2606,3.6177,1.277,4.6231,2.5782,2.8419,4.8166
13.65,0.35,4.2773,3.6612,1.235,4.6392,2.6666,2.7691,4.8825
13.8,0.35,4.2937,3.7043,1.1929,4.6541,2.7541,2.6951,4.9457
13.95,0.35,4.3098,3.747,1.1505,4.668,2.8407,2.62,5.0061
14.1,0.35,4.3257,3.7892,1.1081,4.6807,2.9263,2.544,5.0638
14.25,0.35,4.3413,3.831,1.0656,4.6924,3.0108,2.467,5.1189
14.4,0.35,4.3567,3.8723,1.0229,4.703,3.0944,2.3891,5.1713
14.55,0.35,4.3718,3.9132,0.98011,4.7126,3.1769,2.3104,5.2213
14.7,0.35,4.3867,3.9537,0.93725,4.7212,3.2584,2.231,5.2687
14.85,0.35,4.4014,3.9938,0.89431,4.7289,3.3388,2.1509,5.3138
15,0.35,4.4158,4.0334,0.8513,4.7356,3.4181,2.0701,5.3564
0.15,0.36,0.52966,0.83994,0.87046,0.63686,0.13822,0.40975,0.79039
0.3,0.36,0.54218,0.77222,0.57752,0.052367,0.50723,0.76807,0.60703
0.45,0.36,0.46622,0.59156,0.28769,0.22922,0.57764,0.50657,0.062781
0.6,0.36,0.35367,0.40083,0.10107,0.28756,0.42675,0.19743,0.20431
0.75,0.36,0.22519,0.22882,0.0074363,0.22179,0.23274,0.015319,0.21734
0.9,0.36,0.090568,0.082735,0.014974,0.0965,0.073169,0.029542,0.10015
1.05,0.36,0.045175,0.037145,0.014636,0.049158,0.025786,0.027987,0.048807
1.2,0.36,0.17938,0.13274,0.081166,0.19251,0.061301,0.14762,0.1708
1.35,0.36,0.31063,0.20659,0.17317,0.32101,0.040367,0.29557,0.23796
1.5,0.36,0.43819,0.26127,0.28209,0.42822,0.026612,0.447,0.24215
1.65,0.36,0.56168,0.29919,0.40161,0.51139,0.1287,0.58504,0.18667
1.8,0.36,0.68099,0.32252,0.52705,0.56997,0.25598,0.69908,0.080659
1.95,0.36,0.79611,0.33317,0.65499,0.60475,0.39995,0.78312,0.064601
2.1,0.36,0.90711,0.33284,0.78288,0.61728,0.55357,0.8345,0.23748
2.25,0.36,1.0141,0.32298,0.90889,0.6095,0.7112,0.85294,0.42752
2.4,0.36,1.1173,0.30489,1.0316,0.58353,0.86837,0.83978,0.62556
2.55,0.36,1.2167,0.27967,1.1502,0.5415,1.0216,0.79739,0.82398
2.7,0.36,1.3126,0.2483,1.2637,0.48547,1.1681,0.72877,1.0166
2.85,0.36,1.405,0.21161,1.3719,0.41733,1.3059,0.6372,1.1983
3,0.36,1.4943,0.17032,1.4743,0.33886,1.4334,0.52598,1.3655
3.15,0.36,1.5804,0.12508,1.5708,0.25163,1.5496,0.3983,1.5151
3.3,0.36,1.6636,0.076437,1.6613,0.15706,1.6536,0.25714,1.645
3.45,0.36,1.7439,0.024862,1.7456,0.056398,1.745,0.1052,1.754
3.6,0.36,1.8216,0.029224,1.824,0.049253,1.8237,0.055091,1.8412
3.75,0.36,1.8966,0.085458,1.8964,0.15892,1.8895,0.22157,1.9065
3.9,0.36,1.9692,0.14352,1.9631,0.27175,1.9428,0.39235,1.9501
4.05,0.36,2.0394,0.20313,2.024,0.38699,1.9838,0.56578,1.9727
4.2,0.36,2.1074,0.26406,2.0795,0.504,2.0129,0.7404,1.9751
4.35,0.36,2.1732,0.32607,2.1296,0.62219,2.0307,0.91497,1.9584
4.5,0.36,2.237,0.38899,2.1746,0.74108,2.0376,1.0884,1.9239
4.65,0.36,2.2987,0.45265,2.2147,0.8602,2.0343,1.2597,1.8729
4.8,0.36,2.3586,0.51691,2.2501,0.97919,2.0214,1.428,1.8069
4.95,0.36,2.4167,0.58163,2.281,1.0977,1.9996,1.5928,1.7272
5.1,0.36,2.473,0.6467,2.3076,1.2154,1.9694,1.7532,1.6351
5.25,0.36,2.5276,0.71202,2.3301,1.3321,1.9314,1.9088,1.5321
5.4,0.36,2.5806,0.77751,2.3487,1.4475,1.8864,2.0591,1.4193
5.55,0.36,2.6321,0.84308,2.3636,1.5614,1.8348,2.2037,1.298
5.7,0.36,2.6821,0.90867,2.3749,1.6736,1.7771,2.3423,1.1693
5.85,0.36,2.7307,0.9742,2.383,1.784,1.714,2.4745,1.0343
6,0.36,2.778,1.0396,2.3879,1.8924,1.6458,2.6002,0.89403
6.15,0.36,2.8239,1.1049,2.3899,1.9987,1.573,2.7191,0.7496
6.3,0.36,2.8685,1.17,2.389,2.1029,1.4961,2.8311,0.60231
6.45,0.36,2.9119,1.2348,2.3854,2.2047,1.4154,2.9361,0.45404
6.6,0.36,2.9542,1.2994,2.3794,2.3042,1.3313,3.034,0.30891
6.75,0.36,2.9953,1.3637,2.3709,2.4012,1.2442,3.1247,0.18223
6.9,0.36,3.0353,1.4276,2.3602,2.4958,1.1543,3.2084,0.1462
7.05,0.36,3.0743,1.4912,2.3474,2.5878,1.062,3.2849,0.24724
7.2,0.36,3.1123,1.5545,2.3326,2.6772,0.96749,3.3544,0.39122
7.35,0.36,3.1493,1.6173,2.3159,2.764,0.87104,3.4168,0.54514
7.5,0.36,3.1854,1.6797,2.2975,2.8481,0.77289,3.4725,0.70216
7.65,0.36,3.2205,1.7417,2.2773,2.9297,0.67325,3.5213,0.86002
7.8,0.36,3.2548,1.8032,2.2556,3.0085,0.57233,3.5635,1.0177
7.95,0.36,3.2883,1.8643,2.2324,3.0848,0.47033,3.5993,1.1745
8.1,0.36,3.3209,1.925,2.2078,3.1584,0.36745,3.6288,1.33
8.25,0.36,3.3527,1.9851,2.1818,3.2293,0.26395,3.6521,1.4838
8.4,0.36,3.3838,2.0448,2.1547,3.2977,0.16036,3.6696,1.6356
8.55,0.36,3.4142,2.104,2.1263,3.3635,0.05984,3.6813,1.7852
8.7,0.36,3.4438,2.1627,2.0968,3.4267,0.059928,3.6874,1.9323
8.85,0.36,3.4728,2.2209,2.0663,3.4874,0.16115,3.6882,2.0767
9,0.36,3.5011,2.2786,2.0349,3.5456,0.26618,3.6839,2.2182
9.15,0.36,3.5288,2.3359,2.0025,3.6014,0.37186,3.6747,2.3566
9.3,0.36,3.5558,2.3925,1.9692,3.6547,0.47772,3.6608,2.4918
9.45,0.36,3.5822,2.4487,1.9351,3.7057,0.58359,3.6423,2.6236
9.6,0.36,3.6081,2.5044,1.9002,3.7544,0.68934,3.6195,2.7519
9.75,0.36,3.6334,2.5596,1.8647,3.8008,0.79488,3.5926,2.8767
9.9,0.36,3.6581,2.6142,1.8284,3.845,0.90012,3.5617,2.9978
10.05,0.36,3.6824,2.6683,1.7915,3.887,1.005,3.5272,3.1151
10.2,0.36,3.7061,2.7219,1.754,3.9269,1.1094,3.489,3.2285
10.35,0.36,3.7293,2.775,1.7159,3.9647,1.2134,3.4475,3.3381
10.5,0.36,3.752,2.8276,1.6773,4.0005,1.3168,3.4027,3.4438
10.65,0.36,3.7743,2.8796,1.6382,4.0343,1.4196,3.3549,3.5454
10.8,0.36,3.7961,2.9312,1.5986,4.0663,1.5218,3.3042,3.6432
10.95,0.36,3.8175,2.9822,1.5586,4.0964,1.6232,3.2508,3.7369
11.1,0.36,3.8384,3.0327,1.5182,4.1247,1.724,3.1948,3.8266
11.25,0.36,3.859,3.0827,1.4774,4.1512,1.8239,3.1364,3.9124
11.4,0.36,3.8791,3.1322,1.4363,4.176,1.9231,3.0756,3.9943
11.55,0.36,3.8989,3.1812,1.3948,4.1992,2.0213,3.0127,4.0722
11.7,0.36,3.9183,3.2297,1.353,4.2208,2.1187,2.9477,4.1463
11.85,0.36,3.9373,3.2776,1.3109,4.2408,2.2152,2.8808,4.2165
12,0.36,3.9559,3.3251,1.2686,4.2593,2.3107,2.8122,4.2829
12.15,0.36,3.9742,3.3721,1.226,4.2764,2.4052,2.7418,4.3457
12.3,0.36,3.9922,3.4185,1.1832,4.2921,2.4987,2.6698,4.4048
12.45,0.36,4.0098,3.4645,1.1401,4.3063,2.5912,2.5963,4.4603
12.6,0.36,4.0271,3.51,1.0969,4.3193,2.6826,2.5215,4.5123
12.75,0.36,4.0442,3.555,1.0535,4.331,2.7729,2.4453,4.5608
12.9,0.36,4.0609,3.5995,1.0099,4.3414,2.8621,2.368,4.606
13.05,0.36,4.0773,3.6436,0.96618,4.3506,2.9502,2.2895,4.6479
13.2,0.36,4.0934,3.6871,0.92231,4.3587,3.0372,2.21,4.6866
13.35,0.36,4.1093,3.7302,0.87832,4.3656,3.1229,2.1295,4.7221
13.5,0.36,4.1249,3.7728,0.83421,4.3714,3.2075,2.0481,4.7546
13.65,0.36,4.1402,3.8149,0.79001,4.3762,3.2909,1.9659,4.7841
13.8,0.36,4.1552,3.8566,0.74572,4.3799,3.3731,1.883,4.8107
13.95,0.36,4.1701,3.8978,0.70135,4.3826,3.454,1.7993,4.8345
14.1,0.36,4.1846,3.9386,0.65692,4.3844,3.5337,1.715,4.8555
14.25,0.36,4.199,3.9788,0.61243,4.3852,3.6121,1.6302,4.8739
14.4,0.36,4.2131,4.0187,0.56789,4.3851,3.6893,1.5448,4.8896
14.55,0.36,4.2269,4.0581,0.52332,4.3842,3.7651,1.459,4.9028
14.7,0.36,4.2406,4.097,0.47872,4.3824,3.8397,1.3728,4.9135
14.85,0.36,4.254,4.1355,0.4341,4.3797,3.9131,1.2862,4.9218
15,0.36,4.2672,4.1736,0.38947,4.3763,3.9851,1.1993,4.9278
0.15,0.37,0.54845,0.85918,0.86701,0.5865,0.039245,0.51103,0.84458
0.3,0.37,0.55895,0.77905,0.54112,0.023712,0.57753,0.76903,0.51356
0.45,0.37,0.47848,0.58776,0.24441,0.28817,0.59784,0.44388,0.055192
0.6,0.37,0.36155,0.3927,0.064803,0.32255,0.41499,0.1272,0.27749
0.75,0.37,0.22944,0.22124,0.016135,0.23701,0.21231,0.032289,0.24338
0.9,0.37,0.092015,0.078961,0.024256,0.099826,0.061391,0.047091,0.10176
1.05,0.37,0.045785,0.034986,0.019051,0.049529,0.018799,0.035185,0.045703
1.2,0.37,0.18142,0.12332,0.097565,0.18941,0.031202,0.16861,0.14618
1.35,0.37,0.31356,0.18913,0.19934,0.30869,0.013131,0.31807,0.17996
1.5,0.37,0.44156,0.23539,0.31567,0.40233,0.10113,0.45962,0.14645
1.65,0.37,0.56513,0.26477,0.44029,0.46882,0.22042,0.57828,0.054925
1.8,0.37,0.6842,0.27964,0.56866,0.50871,0.36031,0.66568,0.08188
1.95,0.37,0.79881,0.28205,0.69754,0.52367,0.51205,0.71811,0.24961
2.1,0.37,0.90908,0.27378,0.82457,0.51597,0.66867,0.73502,0.43596
2.25,0.37,1.0151,0.25634,0.9481,0.48812,0.82478,0.71798,0.63003
2.4,0.37,1.1172,0.23106,1.0669,0.44265,0.97621,0.66985,0.82286
2.55,0.37,1.2154,0.19906,1.1803,0.38201,1.1198,0.59418,1.0073
2.7,0.37,1.3098,0.16132,1.2875,0.30845,1.2534,0.4948,1.1778
2.85,0.37,1.4008,0.11865,1.3884,0.22401,1.3751,0.37554,1.3303
3,0.37,1.4885,0.071779,1.4827,0.13054,1.4839,0.24001,1.4618
3.15,0.37,1.5729,0.021327,1.5703,0.029631,1.5791,0.09158,1.5703
3.3,0.37,1.6543,0.032175,1.6512,0.077287,1.6603,0.066759,1.6549
3.45,0.37,1.7328,0.088268,1.7256,0.18899,1.7275,0.23233,1.7153
3.6,0.37,1.8086,0.14655,1.7935,0.30439,1.7808,0.40281,1.7517
3.75,0.37,1.8817,0.20668,1.8552,0.42258,1.8207,0.57614,1.7651
3.9,0.37,1.9524,0.26836,1.9108,0.54274,1.8475,0.75056,1.7566
4.05,0.37,2.0206,0.33132,1.9605,0.66417,1.8618,0.92454,1.7276
4.2,0.37,2.0865,0.39533,2.0047,0.78626,1.8645,1.0968,1.6797
4.35,0.37,2.1503,0.4602,2.0434,0.9085,1.856,1.2661,1.6146
4.5,0.37,2.212,0.52575,2.0771,1.0304,1.8373,1.4316,1.534
4.65,0.37,2.2717,0.59183,2.1059,1.1516,1.8089,1.5924,1.4396
4.8,0.37,2.3294,0.65831,2.1301,1.2718,1.7718,1.7478,1.3329
4.95,0.37,2.3854,0.72506,2.1499,1.3906,1.7265,1.8971,1.2156
5.1,0.37,2.4396,0.79199,2.1655,1.5077,1.6738,2.0401,1.0891
5.25,0.37,2.4921,0.859,2.1773,1.623,1.6143,2.1761,0.95487
5.4,0.37,2.543,0.92601,2.1853,1.7362,1.5486,2.3048,0.81429
5.55,0.37,2.5924,0.99296,2.1899,1.8472,1.4774,2.4261,0.66889
5.7,0.37,2.6403,1.0598,2.1912,1.9559,1.4011,2.5398,0.52058
5.85,0.37,2.6868,1.1264,2.1894,2.062,1.3203,2.6456,0.37267
6,0.37,2.732,1.1928,2.1846,2.1655,1.2354,2.7436,0.23461
6.15,0.37,2.7758,1.2589,2.1772,2.2663,1.1468,2.8336,0.14984
6.3,0.37,2.8184,1.3247,2.1672,2.3642,1.0551,2.9158,0.20775
6.45,0.37,2.8597,1.3901,2.1548,2.4594,0.96038,2.9901,0.34404
6.6,0.37,2.9,1.4552,2.1401,2.5516,0.86318,3.0567,0.49849
6.75,0.37,2.9391,1.5199,2.1233,2.6409,0.76374,3.1158,0.65822
6.9,0.37,2.9771,1.5841,2.1045,2.7272,0.66235,3.1673,0.81962
7.05,0.37,3.0141,1.6479,2.0839,2.8105,0.55928,3.2116,0.98111
7.2,0.37,3.0501,1.7112,2.0615,2.8908,0.45477,3.2488,1.1418
7.35,0.37,3.0852,1.774,2.0374,2.9681,0.34903,3.2792,1.3011
7.5,0.37,3.1193,1.8364,2.0118,3.0424,0.24227,3.3028,1.4585
7.65,0.37,3.1526,1.8982,1.9847,3.1137,0.1347,3.3201,1.6135
7.8,0.37,3.185,1.9595,1.9563,3.1821,0.026608,3.3311,1.766
7.95,0.37,3.2166,2.0202,1.9266,3.2476,0.082426,3.3362,1.9155
8.1,0.37,3.2474,2.0805,1.8957,3.3102,0.1915,3.3356,2.0617
8.25,0.37,3.2774,2.1402,1.8637,3.3699,0.30083,3.3295,2.2046
8.4,0.37,3.3067,2.1993,1.8307,3.4268,0.41026,3.3182,2.3437
8.55,0.37,3.3352,2.2579,1.7966,3.481,0.51967,3.3019,2.4789
8.7,0.37,3.3631,2.3159,1.7617,3.5325,0.62896,3.2808,2.6101
8.85,0.37,3.3903,2.3734,1.7258,3.5813,0.73802,3.2551,2.7372
9,0.37,3.4169,2.4303,1.6892,3.6275,0.84677,3.2252,2.8598
9.15,0.37,3.4429,2.4866,1.6518,3.6712,0.95511,3.1911,2.9781
9.3,0.37,3.4682,2.5424,1.6137,3.7124,1.063,3.1531,3.0918
9.45,0.37,3.493,2.5976,1.575,3.7513,1.1703,3.1114,3.2008
9.6,0.37,3.5172,2.6523,1.5356,3.7878,1.277,3.0662,3.3052
9.75,0.37,3.5409,2.7063,1.4957,3.822,1.383,3.0177,3.4049
9.9,0.37,3.5641,2.7599,1.4552,3.854,1.4882,2.9661,3.4999
10.05,0.37,3.5867,2.8128,1.4142,3.8838,1.5926,2.9115,3.5901
10.2,0.37,3.6089,2.8652,1.3728,3.9116,1.6962,2.8542,3.6756
10.35,0.37,3.6305,2.917,1.3309,3.9374,1.7989,2.7942,3.7563
10.5,0.37,3.6517,2.9683,1.2886,3.9612,1.9006,2.7317,3.8324
10.65,0.37,3.6725,3.019,1.2459,3.9831,2.0013,2.6669,3.9039
10.8,0.37,3.6928,3.0691,1.2029,4.0032,2.101,2.5999,3.9707
10.95,0.37,3.7128,3.1187,1.1596,4.0215,2.1996,2.5309,4.0331
11.1,0.37,3.7323,3.1678,1.1159,4.0381,2.2971,2.46,4.0911
11.25,0.37,3.7514,3.2163,1.072,4.0531,2.3935,2.3873,4.1447
11.4,0.37,3.7701,3.2642,1.0279,4.0665,2.4887,2.3129,4.194
11.55,0.37,3.7885,3.3116,0.98348,4.0783,2.5827,2.2369,4.2392
11.7,0.37,3.8065,3.3585,0.93888,4.0886,2.6754,2.1595,4.2803
11.85,0.37,3.8241,3.4049,0.89409,4.0975,2.7669,2.0807,4.3175
12,0.37,3.8414,3.4507,0.84913,4.105,2.8571,2.0007,4.3508
12.15,0.37,3.8584,3.496,0.80401,4.1111,2.946,1.9195,4.3803
12.3,0.37,3.8751,3.5407,0.75875,4.116,3.0336,1.8373,4.4063
12.45,0.37,3.8914,3.585,0.71337,4.1196,3.1199,1.754,4.4286
12.6,0.37,3.9075,3.6287,0.66788,4.122,3.2048,1.6699,4.4474
12.75,0.37,3.9232,3.6719,0.6223,4.1232,3.2883,1.585,4.4629
12.9,0.37,3.9387,3.7147,0.57664,4.1233,3.3704,1.4993,4.4752
13.05,0.37,3.9539,3.7569,0.53092,4.1224,3.4512,1.4129,4.4844
13.2,0.37,3.9688,3.7986,0.48514,4.1203,3.5305,1.3259,4.4905
13.35,0.37,3.9834,3.8398,0.43933,4.1173,3.6085,1.2384,4.4938
13.5,0.37,3.9978,3.8805,0.3935,4.1133,3.685,1.1504,4.4941
13.65,0.37,4.012,3.9208,0.34768,4.1083,3.76,1.062,4.4918
13.8,0.37,4.0259,3.9606,0.30188,4.1024,3.8337,0.97317,4.4868
13.95,0.37,4.0395,3.9999,0.25614,4.0956,3.9059,0.88406,4.4791
14.1,0.37,4.053,4.0387,0.21051,4.088,3.9766,0.7947,4.469
14.25,0.37,4.0662,4.077,0.1651,4.0796,4.0459,0.70513,4.4565
14.4,0.37,4.0792,4.1149,0.12015,4.0703,4.1138,0.61539,4.4417
14.55,0.37,4.092,4.1524,0.076468,4.0603,4.1802,0.52554,4.4246
14.7,0.37,4.1045,4.1893,0.038553,4.0495,4.2453,0.43561,4.4052
14.85,0.37,4.1169,4.2259,0.036662,4.0381,4.3088,0.34566,4.3838
15,0.37,4.1291,4.262,0.07355,4.0259,4.371,0.25572,4.3603
0.15,0.38,0.56722,0.87534,0.85865,0.52487,0.064719,0.61204,0.8872
0.3,0.38,0.57557,0.78303,0.50004,0.10262,0.6409,0.75624,0.40239
0.45,0.38,0.49052,0.58185,0.19868,0.34484,0.60729,0.3687,0.17244
0.6,0.38,0.3692,0.38316,0.027703,0.3535,0.39431,0.052399,0.33995
0.75,0.38,0.23351,0.21283,0.039681,0.2488,0.18689,0.079209,0.2588
0.9,0.38,0.093378,0.074883,0.033342,0.10161,0.048109,0.063079,0.098616
1.05,0.38,0.046348,0.032688,0.023291,0.049114,0.011354,0.041107,0.040371
1.2,0.38,0.18325,0.11339,0.11302,0.18329,0.0004567,0.18317,0.11424
1.35,0.38,0.31611,0.17086,0.22353,0.29148,0.065816,0.328,0.11286
1.5,0.38,0.44438,0.20846,0.34609,0.37022,0.1721,0.45357,0.0436
1.65,0.38,0.56784,0.22915,0.47451,0.41932,0.30484,0.54754,0.079396
1.8,0.38,0.68649,0.23548,0.60449,0.4404,0.45294,0.60429,0.23889
1.95,0.38,0.8004,0.22963,0.73297,0.43601,0.60768,0.62266,0.41997
2.1,0.38,0.90975,0.21347,0.85783,0.40905,0.76238,0.60434,0.60945
2.25,0.38,1.0147,0.18856,0.97761,0.36254,0.91201,0.55269,0.79669
2.4,0.38,1.1155,0.15625,1.0913,0.29934,1.0529,0.47191,0.97337
2.55,0.38,1.2122,0.11767,1.1983,0.22211,1.1824,0.36649,1.1332
2.7,0.38,1.3052,0.073795,1.2982,0.13325,1.2986,0.24088,1.2718
2.85,0.38,1.3946,0.025437,1.3909,0.034877,1.4005,0.099201,1.386
3,0.38,1.4805,0.026699,1.4761,0.071162,1.4873,0.054764,1.4743
3.15,0.38,1.5631,0.082016,1.5541,0.18326,1.5588,0.21767,1.5359
3.3,0.38,1.6427,0.14,1.6249,0.30002,1.6152,0.38659,1.571
3.45,0.38,1.7193,0.20021,1.6887,0.42026,1.6567,0.55896,1.5807
3.6,0.38,1.7931,0.26227,1.7458,0.54296,1.6839,0.7326,1.5662
3.75,0.38,1.8643,0.32586,1.7964,0.66724,1.6975,0.90562,1.5292
3.9,0.38,1.9329,0.39069,1.8408,0.79234,1.6982,1.0764,1.4718
4.05,0.38,1.9991,0.45652,1.8793,0.91761,1.687,1.2436,1.3959
4.2,0.38,2.063,0.52314,1.9121,1.0425,1.6645,1.406,1.3035
4.35,0.38,2.1247,0.59036,1.9396,1.1666,1.6318,1.5626,1.1967
4.5,0.38,2.1843,0.65803,1.9621,1.2893,1.5896,1.7127,1.0774
4.65,0.38,2.242,0.72601,1.9798,1.4105,1.5389,1.8555,0.94736
4.8,0.38,2.2977,0.79417,1.9931,1.5297,1.4803,1.9906,0.80836
4.95,0.38,2.3516,0.86241,2.0022,1.6468,1.4146,2.1174,0.66212
5.1,0.38,2.4037,0.93063,2.0073,1.7614,1.3425,2.2358,0.51055
5.25,0.38,2.4542,0.99877,2.0088,1.8735,1.2648,2.3454,0.35642
5.4,0.38,2.5031,1.0667,2.0067,1.9827,1.1819,2.4462,0.20719
5.55,0.38,2.5504,1.1345,2.0015,2.0891,1.0945,2.5381,0.11133
5.7,0.38,2.5963,1.2019,1.9932,2.1924,1.0031,2.6211,0.19558
5.85,0.38,2.6408,1.2691,1.9821,2.2927,0.90805,2.6953,0.34954
6,0.38,2.684,1.3358,1.9683,2.3897,0.80994,2.7608,0.51461
6.15,0.38,2.7259,1.4021,1.952,2.4836,0.70911,2.8178,0.68257
6.3,0.38,2.7665,1.468,1.9335,2.5741,0.60593,2.8665,0.85108
6.45,0.38,2.8059,1.5335,1.9128,2.6613,0.50074,2.9071,1.019
6.6,0.38,2.8443,1.5984,1.8901,2.7451,0.39384,2.94,1.1855
6.75,0.38,2.8815,1.6628,1.8655,2.8257,0.28551,2.9653,1.35
