c2,s,BandGap1,BandGap2,BandGap3,BandGap4,BandGap5,BandGap6,BandGap7
3.9,0.79,0.60205,1.0807,1.3717,1.462,1.3512,1.0376,0.53205
4.05,0.79,0.61256,1.1007,1.4011,1.5017,1.4041,1.1044,0.60843
4.2,0.79,0.62242,1.1195,1.4286,1.5389,1.4541,1.1684,0.68339
4.35,0.79,0.6317,1.1371,1.4545,1.574,1.5014,1.2296,0.75672
4.5,0.79,0.64045,1.1537,1.4789,1.607,1.5462,1.2881,0.82824
4.65,0.79,0.64872,1.1694,1.5019,1.6381,1.5887,1.3441,0.89781
4.8,0.79,0.65654,1.1842,1.5236,1.6675,1.6289,1.3974,0.96534
4.95,0.79,0.66395,1.1982,1.5442,1.6953,1.667,1.4483,1.0307
5.1,0.79,0.67099,1.2114,1.5637,1.7216,1.7032,1.4968,1.094
5.25,0.79,0.67768,1.224,1.5821,1.7465,1.7376,1.5431,1.1551
5.4,0.79,0.68406,1.236,1.5997,1.7701,1.7702,1.5872,1.214
5.55,0.79,0.69013,1.2474,1.6164,1.7926,1.8012,1.6292,1.2708
5.7,0.79,0.69593,1.2583,1.6323,1.8139,1.8307,1.6693,1.3254
5.85,0.79,0.70148,1.2686,1.6474,1.8342,1.8588,1.7075,1.378
6,0.79,0.70679,1.2785,1.6619,1.8535,1.8856,1.7439,1.4285
6.15,0.79,0.71187,1.288,1.6757,1.8719,1.9111,1.7787,1.477
6.3,0.79,0.71675,1.2971,1.689,1.8895,1.9355,1.8118,1.5236
6.45,0.79,0.72143,1.3058,1.7016,1.9063,1.9588,1.8435,1.5684
6.6,0.79,0.72593,1.3141,1.7138,1.9223,1.981,1.8738,1.6113
6.75,0.79,0.73026,1.3221,1.7254,1.9377,2.0023,1.9027,1.6526
6.9,0.79,0.73443,1.3298,1.7366,1.9524,2.0226,1.9303,1.6921
7.05,0.79,0.73844,1.3372,1.7473,1.9665,2.0421,1.9567,1.7301
7.2,0.79,0.74232,1.3444,1.7576,1.9801,2.0608,1.982,1.7666
7.35,0.79,0.74605,1.3513,1.7676,1.9931,2.0787,2.0062,1.8016
7.5,0.79,0.74967,1.3579,1.7772,2.0056,2.0959,2.0295,1.8352
7.65,0.79,0.75316,1.3643,1.7864,2.0176,2.1125,2.0517,1.8674
7.8,0.79,0.75653,1.3705,1.7953,2.0292,2.1284,2.0731,1.8984
7.95,0.79,0.7598,1.3765,1.8039,2.0403,2.1436,2.0936,1.9282
8.1,0.79,0.76297,1.3822,1.8122,2.0511,2.1584,2.1133,1.9568
8.25,0.79,0.76604,1.3878,1.8203,2.0614,2.1725,2.1322,1.9844
8.4,0.79,0.76901,1.3933,1.828,2.0714,2.1862,2.1504,2.0108
8.55,0.79,0.7719,1.3985,1.8356,2.0811,2.1994,2.1679,2.0363
8.7,0.79,0.77471,1.4036,1.8428,2.0904,2.2121,2.1847,2.0608
8.85,0.79,0.77743,1.4086,1.8499,2.0994,2.2244,2.201,2.0844
9,0.79,0.78008,1.4134,1.8568,2.1082,2.2363,2.2166,2.1072
9.15,0.79,0.78266,1.418,1.8634,2.1166,2.2477,2.2317,2.1291
9.3,0.79,0.78516,1.4226,1.8699,2.1248,2.2588,2.2463,2.1502
9.45,0.79,0.7876,1.427,1.8761,2.1328,2.2696,2.2603,2.1706
9.6,0.79,0.78998,1.4313,1.8822,2.1405,2.28,2.2739,2.1903
9.75,0.79,0.7923,1.4354,1.8882,2.148,2.29,2.287,2.2093
9.9,0.79,0.79456,1.4395,1.8939,2.1552,2.2998,2.2997,2.2276
10.05,0.79,0.79676,1.4435,1.8995,2.1623,2.3093,2.312,2.2453
10.2,0.79,0.79891,1.4473,1.905,2.1692,2.3185,2.3239,2.2625
10.35,0.79,0.801,1.4511,1.9103,2.1758,2.3274,2.3354,2.279
10.5,0.79,0.80305,1.4548,1.9155,2.1823,2.3361,2.3466,2.2951
10.65,0.79,0.80505,1.4584,1.9206,2.1887,2.3445,2.3575,2.3106
10.8,0.79,0.80701,1.4619,1.9255,2.1948,2.3527,2.368,2.3256
10.95,0.79,0.80892,1.4653,1.9303,2.2008,2.3607,2.3782,2.3402
11.1,0.79,0.81079,1.4687,1.935,2.2067,2.3684,2.3881,2.3543
11.25,0.79,0.81262,1.4719,1.9396,2.2124,2.376,2.3977,2.368
11.4,0.79,0.81441,1.4751,1.9441,2.2179,2.3834,2.407,2.3813
11.55,0.79,0.81616,1.4783,1.9484,2.2234,2.3905,2.4161,2.3942
11.7,0.79,0.81788,1.4813,1.9527,2.2287,2.3975,2.425,2.4067
11.85,0.79,0.81956,1.4843,1.9569,2.2339,2.4043,2.4336,2.4188
12,0.79,0.82121,1.4873,1.961,2.2389,2.411,2.442,2.4306
12.15,0.79,0.82282,1.4901,1.965,2.2439,2.4175,2.4502,2.4421
12.3,0.79,0.82441,1.493,1.9689,2.2487,2.4238,2.4582,2.4533
12.45,0.79,0.82596,1.4957,1.9728,2.2535,2.43,2.4659,2.4641
12.6,0.79,0.82748,1.4984,1.9766,2.2581,2.436,2.4735,2.4747
12.75,0.79,0.82898,1.5011,1.9802,2.2626,2.4419,2.4809,2.485
12.9,0.79,0.83044,1.5037,1.9839,2.2671,2.4477,2.4881,2.495
13.05,0.79,0.83188,1.5063,1.9874,2.2714,2.4534,2.4952,2.5048
13.2,0.79,0.8333,1.5088,1.9909,2.2757,2.4589,2.5021,2.5143
13.35,0.79,0.83469,1.5113,1.9943,2.2799,2.4643,2.5088,2.5236
13.5,0.79,0.83605,1.5137,1.9976,2.284,2.4696,2.5154,2.5327
13.65,0.79,0.8374,1.5161,2.0009,2.288,2.4748,2.5218,2.5415
13.8,0.79,0.83872,1.5184,2.0042,2.292,2.4798,2.5281,2.5501
13.95,0.79,0.84001,1.5207,2.0073,2.2958,2.4848,2.5343,2.5586
14.1,0.79,0.84129,1.523,2.0104,2.2996,2.4897,2.5403,2.5668
14.25,0.79,0.84254,1.5252,2.0135,2.3034,2.4945,2.5462,2.5748
14.4,0.79,0.84378,1.5274,2.0165,2.3071,2.4992,2.552,2.5827
14.55,0.79,0.84499,1.5295,2.0195,2.3107,2.5038,2.5577,2.5904
14.7,0.79,0.84619,1.5317,2.0224,2.3142,2.5083,2.5633,2.5979
14.85,0.79,0.84737,1.5338,2.0252,2.3177,2.5127,2.5687,2.6052
15,0.79,0.84852,1.5358,2.028,2.3211,2.5171,2.5741,2.6124
0.15,0.8,1.2873,1.0869,0.35332,1.3631,0.77575,0.73313,1.5939
0.3,0.8,0.82401,0.98137,0.35523,0.55276,1.0066,0.64637,0.23673
0.45,0.8,0.5312,0.72109,0.45572,0.10074,0.58971,0.70274,0.37456
0.6,0.8,0.32815,0.47986,0.3768,0.072403,0.27021,0.46809,0.41883
0.75,0.8,0.17846,0.27403,0.24309,0.099672,0.089777,0.23777,0.27609
0.9,0.8,0.06323,0.1005,0.096577,0.053033,0.012232,0.072525,0.10308
1.05,0.8,0.028393,0.046296,0.047094,0.030498,0.0026228,0.026209,0.045357
1.2,0.8,0.10312,0.17145,0.18201,0.13139,0.036309,0.070861,0.15414
1.35,0.8,0.16532,0.27909,0.30627,0.239,0.097043,0.074793,0.22341
1.5,0.8,0.21796,0.37247,0.41967,0.3474,0.17421,0.049057,0.25838
1.65,0.8,0.26314,0.45414,0.52276,0.45329,0.26081,0.0021001,0.26526
1.8,0.8,0.30238,0.52611,0.61639,0.55486,0.35221,0.059788,0.24978
1.95,0.8,0.3368,0.58997,0.70146,0.6512,0.44527,0.13194,0.21676
2.1,0.8,0.36727,0.64699,0.77887,0.74194,0.53791,0.21089,0.17012
2.25,0.8,0.39444,0.6982,0.84945,0.827,0.62874,0.29404,0.11302
2.4,0.8,0.41884,0.74444,0.91395,0.90653,0.71684,0.37944,0.048084
2.55,0.8,0.44089,0.78638,0.97303,0.98075,0.80164,0.46561,0.023651
2.7,0.8,0.46091,0.82459,1.0273,1.05,0.88281,0.55144,0.098531
2.85,0.8,0.47918,0.85954,1.0773,1.1145,0.96018,0.6361,0.17666
3,0.8,0.49593,0.89164,1.1234,1.1747,1.0337,0.71898,0.25665
3.15,0.8,0.51135,0.92121,1.166,1.2308,1.1034,0.79963,0.33758
3.3,0.8,0.52559,0.94855,1.2056,1.2833,1.1695,0.87774,0.4187
3.45,0.8,0.53879,0.97389,1.2424,1.3323,1.2319,0.95308,0.49942
3.6,0.8,0.55106,0.99744,1.2766,1.3781,1.2909,1.0255,0.57925
3.75,0.8,0.5625,1.0194,1.3086,1.421,1.3466,1.095,0.65778
3.9,0.8,0.57319,1.0399,1.3385,1.4613,1.3993,1.1616,0.73471
4.05,0.8,0.58321,1.0591,1.3665,1.499,1.449,1.2251,0.8098
4.2,0.8,0.59262,1.0771,1.3928,1.5345,1.496,1.2858,0.88285
4.35,0.8,0.60148,1.0941,1.4175,1.5679,1.5404,1.3437,0.95373
4.5,0.8,0.60983,1.11,1.4408,1.5993,1.5824,1.3988,1.0223
4.65,0.8,0.61772,1.1251,1.4628,1.629,1.6221,1.4513,1.0886
4.8,0.8,0.62519,1.1393,1.4836,1.657,1.6598,1.5012,1.1526
4.95,0.8,0.63227,1.1528,1.5032,1.6835,1.6954,1.5487,1.2141
5.1,0.8,0.63899,1.1655,1.5218,1.7085,1.7292,1.5939,1.2733
5.25,0.8,0.64539,1.1776,1.5395,1.7322,1.7612,1.6369,1.3302
5.4,0.8,0.65147,1.1892,1.5563,1.7547,1.7917,1.6778,1.3848
5.55,0.8,0.65728,1.2001,1.5722,1.7761,1.8206,1.7167,1.4372
5.7,0.8,0.66282,1.2106,1.5874,1.7964,1.8481,1.7537,1.4874
5.85,0.8,0.66812,1.2206,1.6019,1.8157,1.8742,1.789,1.5356
6,0.8,0.67319,1.2301,1.6157,1.8341,1.8991,1.8226,1.5817
6.15,0.8,0.67804,1.2392,1.6289,1.8516,1.9229,1.8546,1.6258
6.3,0.8,0.6827,1.2479,1.6416,1.8683,1.9455,1.8851,1.6681
6.45,0.8,0.68717,1.2563,1.6537,1.8843,1.9671,1.9141,1.7086
6.6,0.8,0.69147,1.2643,1.6652,1.8995,1.9878,1.9419,1.7473
6.75,0.8,0.6956,1.272,1.6764,1.9141,2.0075,1.9683,1.7845
6.9,0.8,0.69958,1.2794,1.687,1.928,2.0264,1.9936,1.82
7.05,0.8,0.70341,1.2865,1.6973,1.9414,2.0445,2.0178,1.854
7.2,0.8,0.7071,1.2933,1.7071,1.9542,2.0618,2.0408,1.8866
7.35,0.8,0.71067,1.2999,1.7166,1.9665,2.0784,2.0629,1.9179
7.5,0.8,0.71411,1.3063,1.7257,1.9783,2.0943,2.0841,1.9478
7.65,0.8,0.71743,1.3124,1.7345,1.9897,2.1096,2.1043,1.9765
7.8,0.8,0.72065,1.3183,1.7429,2.0006,2.1242,2.1237,2.0041
7.95,0.8,0.72376,1.324,1.7511,2.011,2.1384,2.1422,2.0305
8.1,0.8,0.72677,1.3295,1.759,2.0211,2.1519,2.16,2.0558
8.25,0.8,0.72969,1.3349,1.7666,2.0309,2.165,2.1771,2.0802
8.4,0.8,0.73252,1.34,1.774,2.0402,2.1776,2.1935,2.1035
8.55,0.8,0.73526,1.345,1.7811,2.0493,2.1897,2.2093,2.126
8.7,0.8,0.73793,1.3499,1.788,2.058,2.2013,2.2245,2.1476
8.85,0.8,0.74051,1.3546,1.7947,2.0664,2.2126,2.239,2.1683
9,0.8,0.74303,1.3591,1.8012,2.0746,2.2235,2.253,2.1883
9.15,0.8,0.74547,1.3635,1.8074,2.0824,2.234,2.2665,2.2075
9.3,0.8,0.74785,1.3678,1.8135,2.0901,2.2441,2.2795,2.226
9.45,0.8,0.75016,1.372,1.8194,2.0974,2.2539,2.292,2.2438
9.6,0.8,0.75241,1.376,1.8252,2.1046,2.2634,2.3041,2.261
9.75,0.8,0.7546,1.38,1.8307,2.1115,2.2726,2.3158,2.2776
9.9,0.8,0.75673,1.3838,1.8361,2.1182,2.2815,2.327,2.2935
10.05,0.8,0.75881,1.3875,1.8414,2.1246,2.2901,2.3378,2.3089
10.2,0.8,0.76084,1.3912,1.8465,2.1309,2.2984,2.3483,2.3238
10.35,0.8,0.76282,1.3947,1.8515,2.1371,2.3065,2.3584,2.3382
10.5,0.8,0.76475,1.3982,1.8563,2.143,2.3144,2.3682,2.352
10.65,0.8,0.76664,1.4015,1.8611,2.1488,2.322,2.3777,2.3654
10.8,0.8,0.76848,1.4048,1.8657,2.1544,2.3294,2.3868,2.3784
10.95,0.8,0.77028,1.408,1.8701,2.1598,2.3365,2.3957,2.3909
11.1,0.8,0.77204,1.4111,1.8745,2.1651,2.3435,2.4043,2.4031
11.25,0.8,0.77376,1.4142,1.8788,2.1703,2.3503,2.4126,2.4148
11.4,0.8,0.77544,1.4171,1.8829,2.1753,2.3568,2.4207,2.4262
11.55,0.8,0.77708,1.42,1.887,2.1802,2.3633,2.4285,2.4372
11.7,0.8,0.77869,1.4229,1.8909,2.1849,2.3695,2.4361,2.4479
11.85,0.8,0.78027,1.4257,1.8948,2.1896,2.3756,2.4435,2.4583
12,0.8,0.78181,1.4284,1.8986,2.1941,2.3815,2.4506,2.4683
12.15,0.8,0.78332,1.431,1.9023,2.1985,2.3872,2.4576,2.4781
12.3,0.8,0.7848,1.4336,1.9059,2.2028,2.3928,2.4643,2.4875
12.45,0.8,0.78625,1.4362,1.9094,2.207,2.3983,2.4709,2.4967
12.6,0.8,0.78768,1.4387,1.9129,2.2111,2.4036,2.4773,2.5056
12.75,0.8,0.78907,1.4411,1.9163,2.2151,2.4088,2.4835,2.5143
12.9,0.8,0.79044,1.4435,1.9196,2.219,2.4139,2.4895,2.5227
13.05,0.8,0.79178,1.4459,1.9228,2.2228,2.4189,2.4954,2.5309
13.2,0.8,0.7931,1.4482,1.926,2.2265,2.4237,2.5011,2.5389
13.35,0.8,0.79439,1.4504,1.9291,2.2302,2.4284,2.5067,2.5467
13.5,0.8,0.79566,1.4526,1.9322,2.2338,2.433,2.5121,2.5542
13.65,0.8,0.79691,1.4548,1.9352,2.2373,2.4375,2.5174,2.5616
13.8,0.8,0.79813,1.4569,1.9381,2.2407,2.442,2.5226,2.5688
13.95,0.8,0.79934,1.459,1.941,2.244,2.4463,2.5276,2.5757
14.1,0.8,0.80052,1.461,1.9438,2.2473,2.4505,2.5325,2.5825
14.25,0.8,0.80168,1.4631,1.9466,2.2505,2.4546,2.5373,2.5892
14.4,0.8,0.80282,1.465,1.9493,2.2537,2.4587,2.542,2.5956
14.55,0.8,0.80395,1.467,1.9519,2.2568,2.4626,2.5466,2.602
14.7,0.8,0.80505,1.4689,1.9545,2.2598,2.4665,2.5511,2.6081
14.85,0.8,0.80614,1.4708,1.9571,2.2627,2.4703,2.5555,2.6141
15,0.8,0.80721,1.4726,1.9596,2.2657,2.474,2.5597,2.62
0.15,0.81,1.2692,1.1831,0.15922,1.314,1.0776,0.28201,1.4145
0.3,0.81,0.80373,1.0113,0.48403,0.39612,0.973,0.82395,0.077606
0.45,0.81,0.51463,0.72746,0.52334,0.017302,0.49664,0.71519,0.52452
0.6,0.81,0.31635,0.47803,0.40933,0.1433,0.19214,0.43178,0.46304
0.75,0.81,0.1714,0.2706,0.25648,0.1351,0.042895,0.20243,0.27692
0.9,0.81,0.060558,0.098599,0.10002,0.064303,0.0047307,0.056575,0.096831
1.05,0.81,0.027133,0.045191,0.048135,0.034981,0.010118,0.018132,0.040323
1.2,0.81,0.09837,0.16669,0.18421,0.14566,0.062568,0.039663,0.12988
1.35,0.81,0.15749,0.27049,0.30759,0.25885,0.13714,0.023302,0.1775
1.5,0.81,0.20741,0.36008,0.41891,0.36986,0.22409,0.019441,0.19112
1.65,0.81,0.25019,0.43814,0.51923,0.47627,0.31725,0.080216,0.1782
1.8,0.81,0.28731,0.50674,0.60972,0.57691,0.41261,0.15302,0.14497
1.95,0.81,0.31985,0.56749,0.69152,0.67136,0.50761,0.2335,0.096434
2.1,0.81,0.34864,0.62167,0.76566,0.75956,0.6006,0.31854,0.036789
2.25,0.81,0.37432,0.6703,0.83306,0.84172,0.69057,0.40584,0.033131
2.4,0.81,0.39738,0.71419,0.89453,0.91813,0.7769,0.49373,0.10705
2.55,0.81,0.41822,0.754,0.95075,0.98917,0.85926,0.58101,0.18549
2.7,0.81,0.43716,0.7903,1.0023,1.0552,0.93752,0.66679,0.26658
2.85,0.81,0.45445,0.82352,1.0498,1.1167,1.0117,0.75045,0.34908
3,0.81,0.47032,0.85405,1.0936,1.1739,1.0818,0.83157,0.43203
3.15,0.81,0.48493,0.8822,1.1341,1.2273,1.148,0.90986,0.51468
3.3,0.81,0.49844,0.90826,1.1718,1.2771,1.2105,0.98514,0.59643
3.45,0.81,0.51098,0.93244,1.2067,1.3236,1.2694,1.0573,0.67682
3.6,0.81,0.52264,0.95494,1.2393,1.3672,1.325,1.1264,0.75548
3.75,0.81,0.53352,0.97594,1.2698,1.408,1.3775,1.1924,0.83215
3.9,0.81,0.54369,0.99559,1.2983,1.4462,1.4269,1.2553,0.90662
4.05,0.81,0.55324,1.014,1.325,1.4822,1.4736,1.3152,0.97875
4.2,0.81,0.56221,1.0313,1.3501,1.516,1.5178,1.3723,1.0484
4.35,0.81,0.57067,1.0476,1.3738,1.5479,1.5594,1.4266,1.1157
4.5,0.81,0.57865,1.063,1.3961,1.578,1.5989,1.4783,1.1804
4.65,0.81,0.58619,1.0775,1.4172,1.6064,1.6362,1.5274,1.2426
4.8,0.81,0.59333,1.0912,1.4371,1.6332,1.6715,1.5741,1.3023
4.95,0.81,0.60011,1.1042,1.456,1.6586,1.705,1.6186,1.3597
5.1,0.81,0.60656,1.1166,1.4739,1.6827,1.7368,1.6608,1.4146
5.25,0.81,0.61269,1.1283,1.4909,1.7055,1.767,1.701,1.4672
5.4,0.81,0.61853,1.1395,1.507,1.7272,1.7957,1.7393,1.5176
5.55,0.81,0.6241,1.1501,1.5224,1.7479,1.8229,1.7757,1.5659
5.7,0.81,0.62942,1.1603,1.5371,1.7675,1.8489,1.8104,1.612
5.85,0.81,0.63452,1.17,1.5511,1.7862,1.8736,1.8434,1.6562
6,0.81,0.63939,1.1792,1.5645,1.804,1.8972,1.8749,1.6985
6.15,0.81,0.64406,1.1881,1.5773,1.821,1.9196,1.9049,1.7389
6.3,0.81,0.64855,1.1966,1.5895,1.8373,1.9411,1.9336,1.7776
6.45,0.81,0.65285,1.2048,1.6012,1.8528,1.9616,1.9609,1.8146
6.6,0.81,0.65699,1.2126,1.6125,1.8677,1.9812,1.987,1.85
6.75,0.81,0.66097,1.2201,1.6233,1.8819,2,2.0119,1.8839
6.9,0.81,0.66481,1.2273,1.6336,1.8955,2.0179,2.0358,1.9164
7.05,0.81,0.6685,1.2343,1.6436,1.9086,2.0351,2.0586,1.9475
7.2,0.81,0.67207,1.241,1.6532,1.9211,2.0516,2.0804,1.9772
7.35,0.81,0.67551,1.2474,1.6624,1.9332,2.0675,2.1013,2.0058
7.5,0.81,0.67883,1.2537,1.6713,1.9447,2.0827,2.1213,2.0331
7.65,0.81,0.68204,1.2597,1.6798,1.9559,2.0973,2.1404,2.0594
7.8,0.81,0.68514,1.2654,1.6881,1.9666,2.1113,2.1588,2.0845
7.95,0.81,0.68815,1.271,1.6961,1.9769,2.1248,2.1764,2.1087
8.1,0.81,0.69106,1.2765,1.7038,1.9868,2.1378,2.1933,2.1319
8.25,0.81,0.69388,1.2817,1.7112,1.9963,2.1503,2.2096,2.1541
8.4,0.81,0.69661,1.2868,1.7184,2.0056,2.1623,2.2252,2.1755
8.55,0.81,0.69926,1.2917,1.7253,2.0144,2.1739,2.2402,2.1961
8.7,0.81,0.70184,1.2964,1.7321,2.023,2.1851,2.2546,2.2159
8.85,0.81,0.70434,1.301,1.7386,2.0313,2.1959,2.2685,2.2349
9,0.81,0.70676,1.3055,1.7449,2.0393,2.2064,2.2818,2.2532
9.15,0.81,0.70912,1.3098,1.751,2.0471,2.2164,2.2947,2.2708
9.3,0.81,0.71142,1.314,1.757,2.0546,2.2262,2.3071,2.2877
9.45,0.81,0.71365,1.3181,1.7627,2.0618,2.2356,2.319,2.3041
9.6,0.81,0.71582,1.3221,1.7683,2.0688,2.2447,2.3305,2.3198
9.75,0.81,0.71794,1.3259,1.7738,2.0756,2.2535,2.3416,2.335
9.9,0.81,0.72,1.3297,1.779,2.0822,2.262,2.3523,2.3496
10.05,0.81,0.72201,1.3334,1.7842,2.0885,2.2702,2.3626,2.3638
10.2,0.81,0.72397,1.3369,1.7892,2.0947,2.2782,2.3726,2.3774
10.35,0.81,0.72588,1.3404,1.794,2.1007,2.286,2.3822,2.3906
10.5,0.81,0.72774,1.3437,1.7987,2.1065,2.2935,2.3915,2.4033
10.65,0.81,0.72956,1.347,1.8033,2.1122,2.3008,2.4005,2.4156
10.8,0.81,0.73134,1.3502,1.8078,2.1177,2.3079,2.4092,2.4275
10.95,0.81,0.73308,1.3533,1.8122,2.123,2.3147,2.4177,2.439
11.1,0.81,0.73477,1.3564,1.8164,2.1282,2.3214,2.4258,2.4501
11.25,0.81,0.73643,1.3594,1.8206,2.1332,2.3279,2.4337,2.4608
11.4,0.81,0.73805,1.3623,1.8246,2.1381,2.3342,2.4413,2.4713
11.55,0.81,0.73963,1.3651,1.8285,2.1429,2.3403,2.4487,2.4813
11.7,0.81,0.74118,1.3679,1.8324,2.1475,2.3462,2.4559,2.4911
11.85,0.81,0.7427,1.3706,1.8362,2.152,2.352,2.4628,2.5006
12,0.81,0.74418,1.3732,1.8398,2.1564,2.3576,2.4696,2.5097
12.15,0.81,0.74564,1.3758,1.8434,2.1607,2.3631,2.4761,2.5186
12.3,0.81,0.74706,1.3783,1.8469,2.1649,2.3684,2.4824,2.5273
12.45,0.81,0.74845,1.3808,1.8503,2.1689,2.3736,2.4886,2.5356
12.6,0.81,0.74982,1.3832,1.8537,2.1729,2.3787,2.4946,2.5438
12.75,0.81,0.75116,1.3856,1.8569,2.1767,2.3836,2.5004,2.5516
12.9,0.81,0.75247,1.3879,1.8601,2.1805,2.3884,2.506,2.5593
13.05,0.81,0.75376,1.3901,1.8632,2.1842,2.3931,2.5115,2.5667
13.2,0.81,0.75502,1.3924,1.8663,2.1877,2.3977,2.5168,2.574
13.35,0.81,0.75626,1.3945,1.8693,2.1912,2.4021,2.522,2.581
13.5,0.81,0.75748,1.3967,1.8722,2.1947,2.4065,2.527,2.5878
13.65,0.81,0.75867,1.3988,1.8751,2.198,2.4107,2.5319,2.5944
13.8,0.81,0.75984,1.4008,1.8779,2.2013,2.4148,2.5366,2.6009
13.95,0.81,0.761,1.4028,1.8807,2.2044,2.4189,2.5412,2.6072
14.1,0.81,0.76213,1.4048,1.8834,2.2076,2.4228,2.5458,2.6133
14.25,0.81,0.76324,1.4067,1.886,2.2106,2.4267,2.5501,2.6192
14.4,0.81,0.76433,1.4086,1.8886,2.2136,2.4305,2.5544,2.625
14.55,0.81,0.7654,1.4105,1.8912,2.2165,2.4341,2.5586,2.6307
14.7,0.81,0.76645,1.4123,1.8937,2.2193,2.4378,2.5626,2.6362
14.85,0.81,0.76749,1.4141,1.8961,2.2221,2.4413,2.5666,2.6415
15,0.81,0.76851,1.4158,1.8985,2.2248,2.4447,2.5704,2.6467
0.15,0.82,1.2449,1.2637,0.039959,1.221,1.3337,0.2673,0.99785
0.3,0.82,0.7802,1.0309,0.60292,0.22944,0.89945,0.9585,0.40329
0.45,0.82,0.49651,0.72831,0.58283,0.13444,0.38493,0.69186,0.64027
0.6,0.82,0.30386,0.47332,0.43676,0.21106,0.10743,0.37551,0.47877
0.75,0.82,0.16408,0.26582,0.26714,0.16802,0.0054319,0.15853,0.26213
0.9,0.82,0.057816,0.096271,0.10251,0.074505,0.021594,0.038463,0.085605
1.05,0.82,0.025848,0.043913,0.048761,0.038925,0.017365,0.0094399,0.033411
1.2,0.82,0.093548,0.16136,0.18493,0.15781,0.087331,0.0073511,0.10015
1.35,0.82,0.14955,0.261,0.3066,0.27508,0.17406,0.028424,0.1249
1.5,0.82,0.19673,0.34655,0.41513,0.38732,0.26897,0.086468,0.11753
1.65,0.82,0.23708,0.42077,0.51209,0.493,0.36678,0.15886,0.086238
1.8,0.82,0.27202,0.48578,0.59895,0.5916,0.46428,0.24009,0.03757
1.95,0.82,0.30263,0.54321,0.67704,0.68312,0.55949,0.3263,0.025347
2.1,0.82,0.32969,0.59433,0.74752,0.76788,0.65124,0.41477,0.095414
2.25,0.82,0.35382,0.64016,0.81138,0.84629,0.73888,0.5036,0.17205
2.4,0.82,0.37548,0.68149,0.86947,0.91883,0.82213,0.59147,0.25265
2.55,0.82,0.39505,0.71897,0.92251,0.986,0.90088,0.67745,0.33548
2.7,0.82,0.41285,0.75313,0.97112,1.0483,0.97519,0.76093,0.41925
2.85,0.82,0.42911,0.78441,1.0158,1.1061,1.0452,0.84152,0.50294
3,0.82,0.44403,0.81318,1.0571,1.1598,1.1111,0.91898,0.58581
3.15,0.82,0.45778,0.83973,1.0952,1.2099,1.1731,0.99318,0.66727
3.3,0.82,0.47051,0.86432,1.1306,1.2566,1.2315,1.0641,0.7469
3.45,0.82,0.48232,0.88717,1.1636,1.3002,1.2864,1.1318,0.8244
3.6,0.82,0.49332,0.90846,1.1943,1.3411,1.3381,1.1962,0.89954
3.75,0.82,0.5036,0.92836,1.2231,1.3794,1.3869,1.2576,0.97219
3.9,0.82,0.51323,0.947,1.25,1.4154,1.4328,1.316,1.0423
4.05,0.82,0.52226,0.9645,1.2753,1.4493,1.4762,1.3715,1.1097
4.2,0.82,0.53077,0.98097,1.2992,1.4812,1.5172,1.4242,1.1745
4.35,0.82,0.53879,0.9965,1.3216,1.5113,1.556,1.4744,1.2368
4.5,0.82,0.54637,1.0112,1.3428,1.5398,1.5927,1.5221,1.2964
4.65,0.82,0.55354,1.0251,1.3629,1.5667,1.6275,1.5675,1.3536
4.8,0.82,0.56034,1.0382,1.3819,1.5923,1.6604,1.6107,1.4084
4.95,0.82,0.56681,1.0507,1.3999,1.6165,1.6918,1.6518,1.4608
5.1,0.82,0.57295,1.0626,1.4171,1.6395,1.7215,1.691,1.511
5.25,0.82,0.57881,1.0739,1.4334,1.6614,1.7498,1.7283,1.559
5.4,0.82,0.5844,1.0847,1.4489,1.6822,1.7767,1.7638,1.6049
5.55,0.82,0.58974,1.095,1.4637,1.7021,1.8024,1.7977,1.6489
5.7,0.82,0.59484,1.1048,1.4779,1.721,1.8269,1.8301,1.691
5.85,0.82,0.59973,1.1142,1.4914,1.7391,1.8503,1.861,1.7312
6,0.82,0.60441,1.1232,1.5043,1.7564,1.8726,1.8905,1.7697
6.15,0.82,0.60891,1.1319,1.5167,1.7729,1.8939,1.9187,1.8066
6.3,0.82,0.61323,1.1402,1.5286,1.7888,1.9144,1.9457,1.842
6.45,0.82,0.61738,1.1481,1.54,1.8039,1.9339,1.9715,1.8758
6.6,0.82,0.62137,1.1558,1.551,1.8185,1.9527,1.9962,1.9082
6.75,0.82,0.62522,1.1632,1.5615,1.8325,1.9707,2.0199,1.9393
6.9,0.82,0.62892,1.1703,1.5716,1.8459,1.9879,2.0426,1.9692
7.05,0.82,0.6325,1.1771,1.5814,1.8588,2.0045,2.0644,1.9978
7.2,0.82,0.63595,1.1837,1.5907,1.8712,2.0204,2.0853,2.0252
7.35,0.82,0.63929,1.19,1.5998,1.8831,2.0357,2.1053,2.0516
7.5,0.82,0.64251,1.1962,1.6085,1.8946,2.0504,2.1246,2.0769
7.65,0.82,0.64563,1.2021,1.617,1.9057,2.0646,2.1431,2.1012
7.8,0.82,0.64865,1.2078,1.6251,1.9164,2.0783,2.1609,2.1246
7.95,0.82,0.65157,1.2134,1.633,1.9267,2.0914,2.178,2.1471
8.1,0.82,0.6544,1.2188,1.6406,1.9367,2.1041,2.1945,2.1688
